title,brand,salesSite,isEachShippingFee,isPremium,isCrossBorderShipping,isOnlineOnly,shippingFee,shippingFreeOver,availableDeliveryJeju,availableDeliveryIsland,shippingFeeJeju,shippingFeeIsland,courierCompany,pdtName,optionName1,optionName2,totalReviewQty,totalScore,tagList1,tagList2,tagList3,tagList4,ctgL4Id,thumbImgPath1,thumbImgPath2,thumbImgPath3,thumbImgPath4,detailImgPath,modelCode1,optionValue1,optionValue2,stock1,price1,modelCode2,optionValue3,optionValue4,stock2,price2,modelCode3,optionValue5,optionValue6,stock3,price3,modelCode4,optionValue7,optionValue8,stock4,price4,returnCity,returnStreet,returnDetail,returnPostalCode,exchangeShippingFee,returnShippingFee,consignmentName,consignmentCity,consignmentStreet,consignmentDetail,consignmentPostalCode,mailOrderNum
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,신세계백화점,true,true,true,true,0,1000000,true,true,5000,7000,우체국택배,츄르,색상,사이즈,411,13,고양이,수영장,고양이,고양이밥,852,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,blue,XL,840,753410,91058392,pink,M,348,8243020,920193850,blue,S,883,3087260,920193850,red,S,277,1831420,Jeju,Gangnam,1F,23853,3000,5000,넥스트젠팩,Jeju,Haeundae,405호,23853,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,나이키,신세계백화점,true,true,true,true,10000,1000000,true,true,5000,10000,CJ택배,운동기구,색상,사이즈,367,47,반팔,라운드넥,반팔,반팔티,2571,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,blue,L,99,3764630,91058392,green,S,553,7729180,920193850,blue,SS,552,6946480,TEE-NEW JDI SWOOSH,red,L,647,132770,Busan,Haeundae,노란대문,23853,5000,6000,넥스트젠팩,Busan,Haeundae,1F,12345,2022-부산-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),이나바,신세계몰,true,true,false,false,0,1000000,true,true,3000,10000,CJ택배,츄르,색상,사이즈,200,14,라운드넥,티셔츠,고양이밥,티셔츠,322,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,black,XL,593,9845060,920193850,red,XL,595,4125510,TEE-NEW JDI SWOOSH,green,L,432,3348650,TEE-NEW JDI SWOOSH,red,S,357,9934850,Jeju,Haeundae,101호,13245,5000,6000,넥스트젠팩,Jeju,Gangnam,405호,12345,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),이나바,신세계몰,true,false,true,false,10000,50000,true,true,7000,10000,CJ택배,수영장,색상,사이즈,133,19,반팔,고양이,푸마,반팔,299,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,pink,M,152,9935260,91058392,black,S,401,7270870,TEE-NEW JDI SWOOSH,blue,SS,126,9475860,91058392,pink,L,556,7090480,Jeju,Haeundae,1F,13245,6000,6000,넥스트젠팩,Jeju,Gangnam,101호,12345,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,이나바,신세계백화점,false,false,true,false,10000,50000,true,true,7000,7000,CJ택배,티셔츠,색상,사이즈,428,5,셔츠,바벨,덤벨,옷,2376,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,pink,L,636,9530530,920193850,green,S,552,3192760,TEE-NEW JDI SWOOSH,black,XL,522,5040610,91058392,blue,XL,880,6870150,Busan,Haeundae,1F,12345,6000,5000,넥스트젠팩,Seoul,Haeundae,노란대문,13245,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),이나바,신세계몰,false,false,true,false,3000,1000000,true,true,5000,7000,CJ택배,티셔츠,색상,사이즈,46,10,라운드넥,티셔츠,반팔티,티셔츠,1959,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,black,M,797,7487460,TEE-NEW JDI SWOOSH,green,S,954,3664470,TEE-NEW JDI SWOOSH,black,SS,422,7584340,920193850,black,XL,936,4797010,Seoul,Gangnam,노란대문,13245,2500,3000,넥스트젠팩,Jeju,Haeundae,101호,23853,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,이나바,신세계백화점,true,true,false,true,3000,50000,true,true,3000,7000,CJ택배,츄르,색상,사이즈,289,11,반팔,바벨,고양이,수영장,153,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,pink,M,77,3566420,91058392,pink,XL,698,5765910,TEE-NEW JDI SWOOSH,blue,L,918,7596080,920193850,pink,S,157,9296770,Jeju,Haeundae,1F,13245,2500,6000,넥스트젠팩,Jeju,Gangnam,405호,23853,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",이나바,이마트몰,false,true,true,false,10000,1000000,true,true,7000,10000,CJ택배,츄르,색상,사이즈,469,12,간식,셔츠,간식,덤벨,2246,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,blue,SS,193,8626120,920193850,pink,S,703,6351200,91058392,black,M,730,2295180,91058392,black,XL,532,5064120,Jeju,Gangnam,1F,12345,3000,2500,넥스트젠팩,Seoul,Gangnam,405호,12345,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,이마트몰,true,false,false,false,10000,50000,true,true,7000,7000,우체국택배,츄르,색상,사이즈,366,40,고양이밥,티셔츠,옷,반팔티,2410,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,blue,XL,225,1723790,920193850,pink,SS,56,4206250,TEE-NEW JDI SWOOSH,red,SS,538,4372800,920193850,red,L,119,123650,Seoul,Haeundae,노란대문,98475,3000,2500,넥스트젠팩,Jeju,Gangnam,노란대문,98475,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,이나바,신세계백화점,false,true,false,false,10000,1000000,true,true,7000,10000,CJ택배,츄르,색상,사이즈,457,31,덤벨,츄르,바벨,옷,341,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,red,SS,699,1222990,91058392,black,M,457,2774330,91058392,blue,L,404,8773430,91058392,black,S,988,4534280,Busan,Gangnam,101호,12345,2500,3000,넥스트젠팩,Busan,Gangnam,노란대문,12345,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),인텍스,신세계백화점,true,false,false,false,3000,1000000,true,true,7000,7000,CJ택배,츄르,색상,사이즈,172,39,고양이밥,간식,푸마,셔츠,1841,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,black,L,958,5547240,91058392,pink,XL,511,6639580,920193850,black,M,366,5741050,TEE-NEW JDI SWOOSH,green,XL,507,3421110,Jeju,Gangnam,노란대문,23853,5000,3000,넥스트젠팩,Busan,Haeundae,405호,98475,2022-부산-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,이마트몰,true,false,true,true,10000,50000,true,true,7000,10000,CJ택배,티셔츠,색상,사이즈,404,35,고양이밥,푸마,바벨,주니어,913,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,pink,L,377,3747920,920193850,pink,L,456,8790110,91058392,red,S,281,741420,920193850,red,SS,19,2963220,Jeju,Haeundae,1F,23853,6000,5000,넥스트젠팩,Jeju,Haeundae,101호,98475,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계백화점,true,false,false,false,10000,1000000,true,true,5000,10000,우체국택배,수영장,색상,사이즈,321,40,간식,나이키,주니어,셔츠,1054,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,red,S,629,5667530,91058392,black,L,97,292390,91058392,red,S,791,4020890,91058392,green,SS,724,8876910,Seoul,Gangnam,1F,12345,6000,3000,넥스트젠팩,Seoul,Haeundae,노란대문,13245,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,나이키,이마트몰,false,false,true,false,0,50000,true,true,7000,7000,CJ택배,츄르,색상,사이즈,447,43,중량,고양이밥,옷,츄르,1786,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,green,L,183,9209270,91058392,black,SS,32,464700,920193850,black,S,123,6105350,91058392,pink,XL,267,8022710,Busan,Haeundae,1F,98475,2500,6000,넥스트젠팩,Jeju,Gangnam,1F,12345,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,인텍스,신세계몰,true,true,false,false,3000,1000000,true,true,5000,7000,우체국택배,운동기구,색상,사이즈,46,6,티셔츠,고양이밥,중량,반팔티,1174,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,blue,XL,786,7167090,TEE-NEW JDI SWOOSH,green,XL,167,9361870,920193850,green,S,644,5844900,91058392,pink,S,761,4645180,Busan,Gangnam,1F,98475,5000,5000,넥스트젠팩,Busan,Haeundae,1F,13245,2022-부산-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),인텍스,이마트몰,true,false,true,true,3000,1000000,true,true,3000,7000,CJ택배,수영장,색상,사이즈,261,28,고양이,나이키,반팔티,바벨,1363,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,green,S,346,8436120,TEE-NEW JDI SWOOSH,black,SS,240,64810,91058392,pink,L,691,7480830,920193850,pink,XL,791,6449810,Busan,Haeundae,노란대문,98475,2500,6000,넥스트젠팩,Seoul,Haeundae,405호,13245,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계몰,true,true,false,false,0,50000,true,true,5000,10000,CJ택배,티셔츠,색상,사이즈,102,19,옷,수영장,고양이,반팔,1604,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,black,L,866,1151340,TEE-NEW JDI SWOOSH,red,S,503,4974740,TEE-NEW JDI SWOOSH,pink,M,961,6145620,91058392,green,S,543,799070,Busan,Gangnam,노란대문,23853,2500,5000,넥스트젠팩,Busan,Gangnam,노란대문,98475,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,인텍스,이마트몰,false,true,false,false,10000,1000000,true,true,7000,7000,우체국택배,수영장,색상,사이즈,70,27,고양이밥,셔츠,푸마,푸마,2625,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,TEE-NEW JDI SWOOSH,pink,XL,780,4385120,91058392,black,M,104,1122450,920193850,green,SS,27,8729970,920193850,black,L,994,1776840,Seoul,Gangnam,노란대문,23853,3000,3000,넥스트젠팩,Jeju,Haeundae,101호,12345,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,신세계몰,true,true,false,false,10000,1000000,true,true,5000,10000,우체국택배,수영장,색상,사이즈,349,20,덤벨,반팔,간식,나이키,1661,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,green,M,695,619820,91058392,black,SS,679,672400,920193850,black,M,614,5814400,91058392,green,SS,530,9922490,Seoul,Gangnam,1F,98475,2500,5000,넥스트젠팩,Jeju,Gangnam,노란대문,12345,2015-대구중구-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,인텍스,신세계몰,true,false,false,false,0,1000000,true,true,5000,7000,CJ택배,츄르,색상,사이즈,148,17,옷,고양이,고양이,중량,2603,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,pink,M,122,2479560,91058392,pink,L,975,1184170,920193850,red,L,338,8332970,91058392,black,XL,609,3018000,Busan,Haeundae,405호,23853,5000,6000,넥스트젠팩,Jeju,Gangnam,405호,13245,2015-대구중구-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,인텍스,이마트몰,true,false,true,true,10000,1000000,true,true,3000,10000,CJ택배,츄르,색상,사이즈,128,40,나이키,나이키,티셔츠,중량,1161,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,red,XL,602,4768350,91058392,blue,XL,926,1754350,91058392,green,M,453,1855520,920193850,black,XL,825,547610,Seoul,Haeundae,405호,98475,3000,3000,넥스트젠팩,Busan,Haeundae,1F,98475,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),이나바,신세계몰,true,false,true,true,3000,1000000,true,true,3000,7000,CJ택배,츄르,색상,사이즈,117,16,간식,주니어,라운드넥,나이키,1417,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,red,S,39,943220,920193850,green,S,126,5838140,920193850,pink,L,627,2532800,TEE-NEW JDI SWOOSH,green,M,438,2071150,Busan,Gangnam,노란대문,23853,3000,2500,넥스트젠팩,Busan,Haeundae,노란대문,13245,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,나이키,신세계몰,false,false,true,true,3000,50000,true,true,3000,10000,우체국택배,수영장,색상,사이즈,476,24,나이키,중량,고양이밥,바벨,2363,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,black,XL,515,7111480,920193850,red,M,51,1326260,920193850,black,XL,198,8294440,91058392,pink,L,276,6915590,Seoul,Haeundae,1F,13245,5000,3000,넥스트젠팩,Seoul,Haeundae,노란대문,23853,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,이나바,신세계백화점,false,true,true,true,10000,50000,true,true,7000,10000,CJ택배,수영장,색상,사이즈,375,6,츄르,옷,반팔,반팔,1749,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,pink,XL,781,857400,TEE-NEW JDI SWOOSH,red,SS,711,7877630,91058392,green,L,51,9166090,91058392,pink,XL,903,6342630,Seoul,Gangnam,1F,98475,2500,3000,넥스트젠팩,Jeju,Gangnam,노란대문,13245,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",나이키,신세계백화점,true,true,true,true,0,50000,true,true,3000,7000,우체국택배,츄르,색상,사이즈,88,39,고양이밥,덤벨,츄르,주니어,607,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,green,S,935,735180,920193850,red,M,461,8734620,91058392,pink,XL,89,3290720,91058392,black,SS,849,2020210,Busan,Gangnam,101호,13245,3000,5000,넥스트젠팩,Busan,Haeundae,노란대문,98475,2015-대구중구-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,이나바,이마트몰,false,false,false,false,0,50000,true,true,3000,7000,CJ택배,티셔츠,색상,사이즈,159,11,셔츠,푸마,푸마,고양이,1829,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,pink,SS,390,8634740,91058392,pink,L,294,617520,TEE-NEW JDI SWOOSH,pink,XL,497,6777250,91058392,black,XL,868,8881360,Jeju,Haeundae,1F,13245,6000,5000,넥스트젠팩,Busan,Haeundae,1F,12345,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",나이키,신세계백화점,false,false,false,false,0,1000000,true,true,3000,10000,우체국택배,수영장,색상,사이즈,449,14,덤벨,간식,중량,츄르,1542,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,TEE-NEW JDI SWOOSH,pink,SS,250,2573380,91058392,pink,SS,708,9596680,TEE-NEW JDI SWOOSH,pink,S,857,282040,920193850,green,XL,110,2349710,Seoul,Haeundae,1F,13245,3000,5000,넥스트젠팩,Busan,Gangnam,405호,98475,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,이나바,이마트몰,true,true,true,true,3000,50000,true,true,7000,7000,CJ택배,수영장,색상,사이즈,474,14,나이키,중량,반팔티,셔츠,777,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,blue,SS,74,711530,TEE-NEW JDI SWOOSH,green,XL,630,9204840,920193850,red,S,115,7682490,920193850,black,L,996,6771420,Jeju,Haeundae,405호,23853,6000,2500,넥스트젠팩,Seoul,Haeundae,1F,23853,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",이나바,이마트몰,false,true,true,true,3000,1000000,true,true,5000,7000,CJ택배,티셔츠,색상,사이즈,280,49,반팔티,반팔,반팔티,간식,1792,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,red,L,818,7636060,TEE-NEW JDI SWOOSH,pink,M,817,3779530,TEE-NEW JDI SWOOSH,green,XL,624,3241840,TEE-NEW JDI SWOOSH,pink,SS,418,7678550,Busan,Gangnam,405호,23853,2500,5000,넥스트젠팩,Seoul,Haeundae,1F,98475,2015-대구중구-1234
